Ticket_ID,Agent_ID,Customer_ID,Issue_Type,Channel,Created_Date,First_Response_Date,Resolved_Date,Escalated,Satisfaction_Score
TCKT00192,Agent_3,CUST5193,Payment Failure,Email,2025-04-26 17:13:07,2025-04-26 18:23:07,2025-04-27 08:23:07,Y,1
TCKT00193,Agent_8,CUST8354,Account Suspension,Phone,2025-05-04 13:40:31,2025-05-04 14:35:31,2025-05-07 06:35:31,N,3
TCKT00194,Agent_2,CUST8682,Feature Request,Phone,2025-01-06 20:43:05,2025-01-06 21:31:05,2025-01-09 06:31:05,N,3
TCKT00195,Agent_6,CUST9312,Login Issue,Chat,2025-04-26 23:52:08,2025-04-27 02:33:08,2025-04-27 10:33:08,N,4
TCKT00196,Agent_6,CUST5703,Login Issue,Phone,2025-06-05 10:16:52,2025-06-05 10:35:52,2025-06-05 18:35:52,Y,5
TCKT00197,Agent_7,CUST8581,Account Suspension,Phone,2025-03-29 21:19:53,2025-03-30 00:01:53,2025-04-01 17:01:53,Y,4
TCKT00198,Agent_6,CUST8792,Account Suspension,Email,2025-05-10 10:12:45,2025-05-10 13:49:45,2025-05-11 14:49:45,Y,4
TCKT00199,Agent_2,CUST9266,Payment Failure,Email,2025-02-05 10:21:49,2025-02-05 10:57:49,2025-02-07 06:57:49,Y,4
TCKT00200,Agent_9,CUST3600,Bug Report,Chat,2025-05-13 20:47:52,2025-05-13 22:49:52,2025-05-16 18:49:52,N,4
TCKT00201,Agent_10,CUST1857,Bug Report,Email,2025-04-19 01:58:00,2025-04-19 03:52:00,2025-04-20 23:52:00,N,1
TCKT00202,Agent_5,CUST5128,Account Suspension,Email,2025-02-19 16:12:03,2025-02-19 18:44:03,2025-02-21 20:44:03,N,1
TCKT00203,Agent_6,CUST6082,Feature Request,Email,2025-01-06 06:44:20,2025-01-06 09:23:20,2025-01-07 04:23:20,Y,3
TCKT00204,Agent_6,CUST3093,Account Suspension,Email,2025-02-10 14:40:41,2025-02-10 17:13:41,2025-02-12 18:13:41,N,5
TCKT00205,Agent_6,CUST6060,Payment Failure,Email,2025-03-10 01:01:16,2025-03-10 02:43:16,2025-03-10 05:43:16,N,4
TCKT00206,Agent_3,CUST3538,Login Issue,Chat,2025-01-15 07:56:12,2025-01-15 08:55:12,2025-01-16 13:55:12,Y,5
TCKT00207,Agent_9,CUST1618,Bug Report,Phone,2025-03-13 17:22:26,2025-03-13 20:49:26,2025-03-16 18:49:26,Y,5
TCKT00208,Agent_3,CUST3962,Account Suspension,Email,2024-12-16 05:59:33,2024-12-16 07:45:33,2024-12-17 03:45:33,N,1
TCKT00209,Agent_4,CUST8277,Account Suspension,Chat,2025-05-04 20:03:40,2025-05-04 21:58:40,2025-05-06 20:58:40,N,2
TCKT00210,Agent_5,CUST8684,Payment Failure,Chat,2025-06-03 16:38:19,2025-06-03 19:04:19,2025-06-05 02:04:19,N,4
TCKT00211,Agent_7,CUST9239,Account Suspension,Chat,2025-05-04 08:49:24,2025-05-04 12:15:24,2025-05-06 01:15:24,Y,2
TCKT00212,Agent_5,CUST1854,Feature Request,Chat,2025-02-04 18:21:00,2025-02-04 21:56:00,2025-02-05 15:56:00,Y,5
TCKT00213,Agent_5,CUST2374,Payment Failure,Chat,2025-03-22 19:46:07,2025-03-22 23:33:07,2025-03-23 15:33:07,N,5
TCKT00214,Agent_2,CUST4637,Feature Request,Chat,2025-05-12 13:52:10,2025-05-12 14:39:10,2025-05-14 22:39:10,Y,4
TCKT00215,Agent_9,CUST7126,Payment Failure,Chat,2025-01-19 07:26:47,2025-01-19 07:49:47,2025-01-21 10:49:47,Y,3
TCKT00216,Agent_6,CUST2623,Bug Report,Email,2025-03-24 04:50:11,2025-03-24 05:57:11,2025-03-24 09:57:11,Y,1
TCKT00217,Agent_3,CUST8685,Feature Request,Phone,2025-06-10 20:01:20,2025-06-10 21:24:20,2025-06-13 10:24:20,Y,1
TCKT00218,Agent_4,CUST3449,Account Suspension,Phone,2025-01-05 06:46:43,2025-01-05 07:00:43,2025-01-06 16:00:43,N,1
TCKT00219,Agent_4,CUST5934,Login Issue,Email,2025-06-02 15:46:44,2025-06-02 19:14:44,2025-06-04 08:14:44,Y,4
TCKT00220,Agent_2,CUST2816,Feature Request,Phone,2025-04-16 00:58:42,2025-04-16 03:51:42,2025-04-18 14:51:42,Y,5
TCKT00221,Agent_3,CUST5772,Feature Request,Email,2025-02-11 13:43:18,2025-02-11 16:20:18,2025-02-12 23:20:18,N,2
TCKT00222,Agent_3,CUST2402,Account Suspension,Chat,2025-05-28 01:19:54,2025-05-28 03:55:54,2025-05-30 09:55:54,Y,5
TCKT00223,Agent_9,CUST1333,Feature Request,Chat,2025-04-18 16:35:19,2025-04-18 19:04:19,2025-04-21 12:04:19,Y,4
TCKT00224,Agent_1,CUST6850,Login Issue,Chat,2025-03-24 04:44:55,2025-03-24 06:29:55,2025-03-25 15:29:55,Y,1
TCKT00225,Agent_3,CUST1726,Bug Report,Phone,2025-04-12 20:52:30,2025-04-13 00:19:30,2025-04-14 19:19:30,N,2
TCKT00226,Agent_8,CUST3986,Payment Failure,Email,2025-01-23 05:51:40,2025-01-23 09:33:40,2025-01-25 21:33:40,N,1
TCKT00227,Agent_1,CUST4268,Login Issue,Chat,2025-01-14 07:09:03,2025-01-14 08:34:03,2025-01-15 10:34:03,N,5
TCKT00228,Agent_8,CUST5150,Login Issue,Phone,2025-02-26 05:25:59,2025-02-26 07:16:59,2025-03-01 05:16:59,Y,3
TCKT00229,Agent_6,CUST5476,Login Issue,Chat,2025-05-12 16:25:34,2025-05-12 18:06:34,2025-05-13 01:06:34,N,4
TCKT00230,Agent_7,CUST6554,Payment Failure,Chat,2025-01-15 23:44:29,2025-01-16 03:04:29,2025-01-18 12:04:29,N,3
TCKT00231,Agent_5,CUST2353,Feature Request,Email,2025-03-30 08:33:24,2025-03-30 12:07:24,2025-04-02 07:07:24,N,5
TCKT00232,Agent_9,CUST5813,Bug Report,Email,2025-05-15 19:31:50,2025-05-15 23:11:50,2025-05-16 23:11:50,Y,3
TCKT00233,Agent_5,CUST8305,Account Suspension,Phone,2025-06-12 17:43:21,2025-06-12 20:42:21,2025-06-14 10:42:21,N,2
TCKT00234,Agent_6,CUST8325,Login Issue,Phone,2025-03-28 14:29:44,2025-03-28 17:35:44,2025-03-31 02:35:44,N,5
TCKT00235,Agent_1,CUST2229,Feature Request,Chat,2025-06-11 23:21:29,2025-06-12 01:22:29,2025-06-13 13:22:29,Y,1
TCKT00236,Agent_1,CUST3068,Login Issue,Email,2024-12-15 17:32:00,2024-12-15 18:18:00,2024-12-18 03:18:00,N,3
TCKT00237,Agent_10,CUST3513,Feature Request,Chat,2025-04-10 22:09:08,2025-04-10 23:57:08,2025-04-11 04:57:08,N,4
TCKT00238,Agent_10,CUST3255,Account Suspension,Chat,2025-02-16 13:32:42,2025-02-16 16:57:42,2025-02-17 02:57:42,N,3
TCKT00239,Agent_4,CUST2858,Login Issue,Phone,2025-03-20 11:56:09,2025-03-20 14:52:09,2025-03-22 02:52:09,Y,4
TCKT00240,Agent_9,CUST2929,Bug Report,Chat,2024-12-19 09:38:11,2024-12-19 12:00:11,2024-12-21 14:00:11,N,2
TCKT00241,Agent_8,CUST4279,Login Issue,Email,2025-01-06 08:12:34,2025-01-06 10:58:34,2025-01-07 23:58:34,Y,4
TCKT00242,Agent_2,CUST6236,Bug Report,Phone,2025-06-14 00:46:54,2025-06-14 01:40:54,2025-06-16 10:40:54,Y,5
TCKT00243,Agent_5,CUST3580,Payment Failure,Chat,2025-02-24 02:28:52,2025-02-24 04:56:52,2025-02-25 18:56:52,Y,1
TCKT00244,Agent_4,CUST9094,Login Issue,Chat,2025-06-04 06:00:32,2025-06-04 07:01:32,2025-06-05 01:01:32,N,4
TCKT00245,Agent_3,CUST2412,Login Issue,Chat,2025-05-26 02:42:38,2025-05-26 06:17:38,2025-05-29 05:17:38,N,4
TCKT00246,Agent_7,CUST2208,Payment Failure,Chat,2025-05-21 06:42:41,2025-05-21 09:06:41,2025-05-23 14:06:41,Y,4
TCKT00247,Agent_6,CUST3102,Account Suspension,Phone,2025-02-13 07:59:16,2025-02-13 10:08:16,2025-02-16 05:08:16,Y,2
TCKT00248,Agent_1,CUST3034,Account Suspension,Email,2025-01-31 02:47:49,2025-01-31 04:47:49,2025-02-02 21:47:49,N,2
TCKT00249,Agent_4,CUST6669,Account Suspension,Chat,2024-12-26 20:49:09,2024-12-26 21:40:09,2024-12-28 15:40:09,Y,3
TCKT00250,Agent_5,CUST3050,Bug Report,Phone,2025-01-31 09:24:40,2025-01-31 10:24:40,2025-02-03 09:24:40,Y,5
TCKT00251,Agent_10,CUST3526,Payment Failure,Phone,2025-06-04 02:41:22,2025-06-04 05:35:22,2025-06-05 03:35:22,N,5
TCKT00252,Agent_2,CUST1744,Account Suspension,Chat,2025-04-04 18:56:35,2025-04-04 19:16:35,2025-04-04 23:16:35,Y,5
TCKT00253,Agent_8,CUST9938,Bug Report,Phone,2024-12-30 21:54:10,2024-12-30 23:50:10,2024-12-31 03:50:10,N,4
TCKT00254,Agent_5,CUST8430,Login Issue,Phone,2025-01-01 06:02:32,2025-01-01 07:14:32,2025-01-03 11:14:32,Y,2
TCKT00255,Agent_8,CUST8609,Payment Failure,Chat,2025-05-06 17:48:17,2025-05-06 19:50:17,2025-05-09 01:50:17,Y,3
TCKT00256,Agent_6,CUST7532,Payment Failure,Chat,2025-03-19 23:44:52,2025-03-20 03:34:52,2025-03-21 20:34:52,Y,3
TCKT00257,Agent_2,CUST5382,Feature Request,Email,2025-05-23 01:48:44,2025-05-23 02:59:44,2025-05-25 14:59:44,Y,1
TCKT00258,Agent_7,CUST7850,Payment Failure,Email,2024-12-29 01:25:19,2024-12-29 01:47:19,2024-12-30 15:47:19,N,5
TCKT00259,Agent_4,CUST3610,Feature Request,Phone,2025-05-12 07:31:52,2025-05-12 10:45:52,2025-05-14 03:45:52,N,4
TCKT00260,Agent_8,CUST1379,Login Issue,Chat,2025-03-29 01:27:32,2025-03-29 05:22:32,2025-03-30 21:22:32,N,2
TCKT00261,Agent_1,CUST1828,Bug Report,Chat,2025-05-13 07:54:55,2025-05-13 08:59:55,2025-05-15 06:59:55,N,3
TCKT00262,Agent_2,CUST8060,Payment Failure,Chat,2025-01-09 00:57:17,2025-01-09 03:24:17,2025-01-09 05:24:17,N,4
TCKT00263,Agent_7,CUST1838,Account Suspension,Phone,2025-01-09 13:12:57,2025-01-09 14:55:57,2025-01-09 20:55:57,Y,3
TCKT00264,Agent_2,CUST7329,Account Suspension,Chat,2025-04-22 17:31:48,2025-04-22 20:02:48,2025-04-24 09:02:48,N,5
TCKT00265,Agent_3,CUST2584,Feature Request,Chat,2025-03-17 21:50:41,2025-03-18 00:54:41,2025-03-18 16:54:41,N,5
TCKT00266,Agent_4,CUST9341,Feature Request,Phone,2025-04-01 09:08:19,2025-04-01 10:51:19,2025-04-02 05:51:19,Y,1
TCKT00267,Agent_6,CUST8761,Account Suspension,Chat,2025-01-16 16:24:56,2025-01-16 16:43:56,2025-01-17 10:43:56,Y,5
TCKT00268,Agent_3,CUST6373,Account Suspension,Chat,2025-02-05 02:07:18,2025-02-05 06:05:18,2025-02-08 00:05:18,Y,4
TCKT00269,Agent_10,CUST6511,Account Suspension,Phone,2025-03-28 02:00:23,2025-03-28 04:47:23,2025-03-29 19:47:23,N,5
TCKT00270,Agent_1,CUST7035,Bug Report,Phone,2025-06-03 00:42:03,2025-06-03 02:08:03,2025-06-05 15:08:03,Y,4
TCKT00271,Agent_1,CUST8775,Bug Report,Phone,2025-04-12 09:48:03,2025-04-12 12:27:03,2025-04-14 04:27:03,Y,1
TCKT00272,Agent_3,CUST9589,Account Suspension,Chat,2025-03-07 18:50:02,2025-03-07 21:29:02,2025-03-10 11:29:02,Y,2
TCKT00273,Agent_4,CUST1310,Feature Request,Chat,2025-01-25 17:55:10,2025-01-25 18:13:10,2025-01-26 09:13:10,N,2
TCKT00274,Agent_7,CUST9221,Account Suspension,Chat,2025-06-13 23:55:08,2025-06-14 01:50:08,2025-06-15 04:50:08,Y,2
TCKT00275,Agent_9,CUST6325,Feature Request,Phone,2025-03-30 08:10:12,2025-03-30 10:32:12,2025-03-31 13:32:12,N,3
TCKT00276,Agent_9,CUST6608,Account Suspension,Chat,2025-05-11 06:39:33,2025-05-11 07:33:33,2025-05-13 18:33:33,N,5
TCKT00277,Agent_4,CUST5571,Account Suspension,Chat,2025-05-06 08:35:37,2025-05-06 10:48:37,2025-05-07 11:48:37,Y,3
TCKT00278,Agent_4,CUST9011,Bug Report,Chat,2025-04-28 13:53:04,2025-04-28 17:20:04,2025-04-30 06:20:04,N,5
TCKT00279,Agent_5,CUST2996,Account Suspension,Phone,2025-01-23 16:18:00,2025-01-23 19:51:00,2025-01-25 07:51:00,N,4
TCKT00280,Agent_3,CUST5758,Login Issue,Chat,2025-05-03 01:27:04,2025-05-03 05:06:04,2025-05-05 02:06:04,Y,3
TCKT00281,Agent_8,CUST4505,Payment Failure,Phone,2025-02-14 03:34:17,2025-02-14 05:37:17,2025-02-15 14:37:17,N,5
TCKT00282,Agent_3,CUST2789,Account Suspension,Phone,2025-03-03 02:18:25,2025-03-03 05:26:25,2025-03-04 16:26:25,Y,2
TCKT00283,Agent_4,CUST4814,Login Issue,Email,2025-04-25 01:09:23,2025-04-25 01:31:23,2025-04-27 21:31:23,N,3
TCKT00284,Agent_2,CUST3252,Login Issue,Phone,2025-04-20 19:31:10,2025-04-20 22:44:10,2025-04-23 11:44:10,Y,4
TCKT00285,Agent_8,CUST4267,Bug Report,Chat,2025-02-26 03:08:02,2025-02-26 06:05:02,2025-02-28 19:05:02,N,1
TCKT00286,Agent_10,CUST4804,Account Suspension,Phone,2025-03-10 16:33:45,2025-03-10 19:59:45,2025-03-11 07:59:45,Y,2
TCKT00287,Agent_1,CUST7504,Feature Request,Email,2025-06-08 07:22:25,2025-06-08 09:18:25,2025-06-09 08:18:25,N,1
TCKT00288,Agent_10,CUST2758,Bug Report,Chat,2025-03-26 02:56:47,2025-03-26 03:08:47,2025-03-27 18:08:47,N,5
TCKT00289,Agent_3,CUST9261,Feature Request,Chat,2025-03-13 06:56:46,2025-03-13 09:20:46,2025-03-16 01:20:46,Y,1
TCKT00290,Agent_8,CUST5215,Payment Failure,Email,2025-01-08 02:47:19,2025-01-08 04:21:19,2025-01-09 01:21:19,N,3
TCKT00291,Agent_3,CUST7643,Feature Request,Phone,2025-02-01 18:11:32,2025-02-01 20:46:32,2025-02-02 21:46:32,N,1
TCKT00292,Agent_3,CUST3303,Feature Request,Chat,2025-01-28 06:02:01,2025-01-28 07:54:01,2025-01-28 20:54:01,Y,1
TCKT00293,Agent_4,CUST8319,Bug Report,Chat,2024-12-28 01:15:02,2024-12-28 02:31:02,2024-12-30 04:31:02,N,5
TCKT00294,Agent_5,CUST6890,Payment Failure,Email,2025-02-19 06:27:40,2025-02-19 09:42:40,2025-02-19 11:42:40,Y,4
TCKT00295,Agent_7,CUST9233,Bug Report,Phone,2024-12-19 16:53:42,2024-12-19 18:21:42,2024-12-20 15:21:42,Y,3
TCKT00296,Agent_4,CUST3188,Feature Request,Email,2025-04-08 20:35:08,2025-04-08 22:19:08,2025-04-10 03:19:08,N,5
TCKT00297,Agent_9,CUST8714,Account Suspension,Phone,2025-04-02 04:19:47,2025-04-02 06:04:47,2025-04-04 12:04:47,Y,2
TCKT00298,Agent_9,CUST8319,Account Suspension,Phone,2025-01-29 07:16:50,2025-01-29 10:20:50,2025-01-29 21:20:50,N,1
TCKT00299,Agent_1,CUST9972,Account Suspension,Email,2025-04-08 21:11:52,2025-04-08 23:45:52,2025-04-09 14:45:52,Y,2
TCKT00300,Agent_8,CUST2904,Payment Failure,Phone,2025-01-27 09:09:20,2025-01-27 10:42:20,2025-01-30 05:42:20,N,1
TCKT00301,Agent_8,CUST1911,Feature Request,Email,2024-12-17 00:22:48,2024-12-17 04:22:48,2024-12-19 22:22:48,N,4
TCKT00302,Agent_9,CUST8575,Bug Report,Phone,2024-12-29 09:43:12,2024-12-29 12:17:12,2024-12-29 20:17:12,Y,4
TCKT00303,Agent_4,CUST2196,Login Issue,Chat,2025-05-02 01:38:46,2025-05-02 02:53:46,2025-05-02 03:53:46,N,1
TCKT00304,Agent_2,CUST8734,Login Issue,Chat,2025-04-17 04:01:16,2025-04-17 06:29:16,2025-04-17 14:29:16,N,2
TCKT00305,Agent_7,CUST7135,Feature Request,Chat,2024-12-27 01:14:23,2024-12-27 04:40:23,2024-12-27 22:40:23,N,4
TCKT00306,Agent_3,CUST6697,Login Issue,Email,2025-01-29 01:48:51,2025-01-29 02:18:51,2025-02-01 00:18:51,N,5
TCKT00307,Agent_1,CUST1372,Bug Report,Chat,2024-12-28 16:58:35,2024-12-28 17:40:35,2024-12-29 22:40:35,N,5
TCKT00308,Agent_4,CUST8546,Bug Report,Email,2025-06-09 10:25:53,2025-06-09 12:12:53,2025-06-10 18:12:53,N,2
TCKT00309,Agent_1,CUST7868,Account Suspension,Email,2024-12-21 17:15:47,2024-12-21 21:09:47,2024-12-22 12:09:47,Y,2
TCKT00310,Agent_10,CUST1550,Feature Request,Phone,2025-05-31 13:03:34,2025-05-31 13:30:34,2025-06-01 02:30:34,Y,2
TCKT00311,Agent_7,CUST8191,Payment Failure,Phone,2025-02-17 18:46:36,2025-02-17 22:05:36,2025-02-18 04:05:36,Y,1
TCKT00312,Agent_5,CUST4836,Account Suspension,Chat,2024-12-29 09:05:15,2024-12-29 09:50:15,2025-01-01 02:50:15,N,2
TCKT00313,Agent_9,CUST4621,Feature Request,Chat,2025-03-25 11:00:34,2025-03-25 12:27:34,2025-03-26 07:27:34,N,1
TCKT00314,Agent_7,CUST9120,Login Issue,Chat,2025-01-30 20:03:01,2025-01-30 22:35:01,2025-01-31 21:35:01,N,5
TCKT00315,Agent_7,CUST3444,Bug Report,Chat,2025-02-07 16:39:59,2025-02-07 18:10:59,2025-02-10 00:10:59,Y,5
TCKT00316,Agent_4,CUST5927,Payment Failure,Chat,2025-04-24 12:31:50,2025-04-24 14:42:50,2025-04-25 21:42:50,Y,5
TCKT00317,Agent_9,CUST9683,Payment Failure,Chat,2025-03-19 21:03:49,2025-03-19 22:58:49,2025-03-22 04:58:49,Y,3
TCKT00318,Agent_2,CUST8369,Bug Report,Email,2025-01-26 05:17:03,2025-01-26 06:19:03,2025-01-28 01:19:03,Y,1
TCKT00319,Agent_10,CUST1647,Login Issue,Email,2025-03-30 07:52:50,2025-03-30 09:10:50,2025-04-01 10:10:50,Y,4
TCKT00320,Agent_5,CUST1251,Payment Failure,Email,2025-01-10 07:29:10,2025-01-10 08:32:10,2025-01-12 03:32:10,Y,4
TCKT00321,Agent_7,CUST4921,Account Suspension,Chat,2025-05-05 01:56:08,2025-05-05 03:08:08,2025-05-06 06:08:08,N,4
TCKT00322,Agent_6,CUST6053,Bug Report,Chat,2025-06-15 06:40:50,2025-06-15 08:49:50,2025-06-18 05:49:50,N,4
TCKT00323,Agent_6,CUST4328,Bug Report,Chat,2025-06-04 23:04:17,2025-06-04 23:39:17,2025-06-07 12:39:17,N,1
TCKT00324,Agent_3,CUST1265,Bug Report,Phone,2025-04-05 12:07:19,2025-04-05 14:41:19,2025-04-06 19:41:19,N,3
TCKT00325,Agent_6,CUST4768,Feature Request,Phone,2025-04-06 12:12:33,2025-04-06 13:01:33,2025-04-07 15:01:33,Y,4
TCKT00326,Agent_5,CUST9005,Feature Request,Chat,2025-03-17 09:40:29,2025-03-17 12:10:29,2025-03-19 08:10:29,Y,3
TCKT00327,Agent_9,CUST9000,Payment Failure,Phone,2025-01-31 19:19:03,2025-01-31 20:12:03,2025-02-01 14:12:03,Y,5
TCKT00328,Agent_1,CUST1104,Feature Request,Email,2025-05-16 23:27:35,2025-05-16 23:45:35,2025-05-17 09:45:35,Y,1
TCKT00329,Agent_1,CUST4583,Account Suspension,Chat,2025-03-17 11:04:55,2025-03-17 14:15:55,2025-03-18 10:15:55,N,1
TCKT00330,Agent_8,CUST1257,Login Issue,Phone,2025-05-21 10:04:37,2025-05-21 12:52:37,2025-05-24 02:52:37,N,1
TCKT00331,Agent_5,CUST9777,Bug Report,Email,2025-03-04 15:54:18,2025-03-04 16:08:18,2025-03-07 12:08:18,N,2
TCKT00332,Agent_9,CUST3439,Payment Failure,Email,2025-01-21 14:14:34,2025-01-21 14:51:34,2025-01-22 03:51:34,N,3
TCKT00333,Agent_2,CUST7112,Feature Request,Chat,2025-01-02 22:27:30,2025-01-02 23:45:30,2025-01-05 02:45:30,Y,2
TCKT00334,Agent_1,CUST2531,Feature Request,Chat,2025-01-03 10:35:55,2025-01-03 12:01:55,2025-01-03 23:01:55,N,5
TCKT00335,Agent_1,CUST3807,Login Issue,Chat,2025-04-22 13:57:01,2025-04-22 16:08:01,2025-04-23 00:08:01,N,3
TCKT00336,Agent_9,CUST1697,Payment Failure,Email,2025-03-09 07:42:44,2025-03-09 10:16:44,2025-03-09 23:16:44,N,3
TCKT00337,Agent_5,CUST9897,Account Suspension,Phone,2025-02-22 10:00:52,2025-02-22 10:21:52,2025-02-22 20:21:52,Y,2
TCKT00338,Agent_1,CUST4394,Account Suspension,Email,2025-03-07 20:53:16,2025-03-08 00:40:16,2025-03-09 17:40:16,N,1
TCKT00339,Agent_10,CUST4939,Account Suspension,Chat,2025-03-05 10:44:37,2025-03-05 12:10:37,2025-03-06 09:10:37,N,4
TCKT00340,Agent_2,CUST9204,Bug Report,Email,2025-03-16 07:21:39,2025-03-16 10:44:39,2025-03-17 04:44:39,Y,4
TCKT00341,Agent_6,CUST7499,Bug Report,Email,2025-06-01 08:38:21,2025-06-01 09:47:21,2025-06-01 19:47:21,N,4
TCKT00342,Agent_6,CUST7150,Feature Request,Email,2025-05-06 04:36:29,2025-05-06 06:51:29,2025-05-07 12:51:29,N,1
TCKT00343,Agent_4,CUST2204,Login Issue,Chat,2024-12-26 03:19:27,2024-12-26 06:46:27,2024-12-27 20:46:27,Y,4
TCKT00344,Agent_7,CUST6188,Bug Report,Email,2025-04-25 08:58:28,2025-04-25 12:10:28,2025-04-26 08:10:28,Y,1
TCKT00345,Agent_6,CUST5419,Login Issue,Email,2025-04-21 12:11:29,2025-04-21 13:39:29,2025-04-23 22:39:29,Y,2
TCKT00346,Agent_9,CUST9395,Feature Request,Email,2025-04-20 02:17:03,2025-04-20 04:17:03,2025-04-22 14:17:03,Y,1
TCKT00347,Agent_2,CUST6315,Feature Request,Email,2025-01-03 17:31:43,2025-01-03 19:11:43,2025-01-06 18:11:43,N,4
TCKT00348,Agent_9,CUST4977,Account Suspension,Phone,2024-12-27 09:20:37,2024-12-27 11:09:37,2024-12-27 22:09:37,Y,4
TCKT00349,Agent_5,CUST5933,Bug Report,Chat,2025-03-03 19:13:10,2025-03-03 20:06:10,2025-03-04 14:06:10,Y,1
TCKT00350,Agent_5,CUST7899,Bug Report,Chat,2025-05-06 00:35:22,2025-05-06 01:27:22,2025-05-08 09:27:22,Y,3
TCKT00351,Agent_8,CUST4203,Feature Request,Email,2025-02-19 12:07:59,2025-02-19 13:21:59,2025-02-20 21:21:59,Y,3
TCKT00352,Agent_6,CUST7224,Bug Report,Chat,2025-05-20 01:53:59,2025-05-20 02:04:59,2025-05-22 05:04:59,N,4
TCKT00353,Agent_5,CUST6253,Account Suspension,Phone,2025-05-31 22:33:12,2025-06-01 02:11:12,2025-06-01 20:11:12,Y,4
TCKT00354,Agent_7,CUST6228,Bug Report,Phone,2025-01-05 20:05:56,2025-01-05 21:35:56,2025-01-06 20:35:56,N,5
TCKT00355,Agent_6,CUST7161,Bug Report,Chat,2025-02-01 21:41:27,2025-02-02 01:11:27,2025-02-03 09:11:27,N,1
TCKT00356,Agent_10,CUST9939,Payment Failure,Phone,2025-01-21 19:44:34,2025-01-21 22:18:34,2025-01-23 00:18:34,Y,4
TCKT00357,Agent_8,CUST5773,Login Issue,Chat,2025-01-21 13:18:21,2025-01-21 16:29:21,2025-01-22 19:29:21,N,2
TCKT00358,Agent_4,CUST5139,Payment Failure,Phone,2025-03-29 18:08:27,2025-03-29 21:00:27,2025-03-31 12:00:27,N,4
TCKT00359,Agent_10,CUST8851,Account Suspension,Chat,2025-03-12 17:33:32,2025-03-12 18:01:32,2025-03-15 04:01:32,N,5
TCKT00360,Agent_9,CUST2392,Login Issue,Email,2025-01-11 20:09:54,2025-01-11 20:28:54,2025-01-13 19:28:54,N,2
TCKT00361,Agent_10,CUST7547,Bug Report,Chat,2025-03-07 12:58:45,2025-03-07 15:53:45,2025-03-07 21:53:45,Y,1
TCKT00362,Agent_4,CUST9366,Account Suspension,Phone,2025-01-20 05:59:04,2025-01-20 06:34:04,2025-01-21 16:34:04,Y,4
TCKT00363,Agent_8,CUST9199,Payment Failure,Chat,2025-02-07 16:58:58,2025-02-07 18:43:58,2025-02-09 21:43:58,Y,4
TCKT00364,Agent_7,CUST2406,Login Issue,Phone,2025-03-15 10:52:17,2025-03-15 11:28:17,2025-03-17 01:28:17,Y,3
TCKT00365,Agent_8,CUST4389,Account Suspension,Chat,2025-02-02 03:03:02,2025-02-02 04:32:02,2025-02-04 00:32:02,N,4
TCKT00366,Agent_8,CUST6225,Login Issue,Chat,2025-06-03 10:16:05,2025-06-03 10:50:05,2025-06-05 19:50:05,Y,1
TCKT00367,Agent_2,CUST3692,Payment Failure,Phone,2025-06-12 21:35:52,2025-06-12 21:50:52,2025-06-14 17:50:52,Y,5
TCKT00368,Agent_9,CUST7985,Feature Request,Email,2024-12-30 06:11:14,2024-12-30 07:01:14,2025-01-01 02:01:14,N,2
TCKT00369,Agent_7,CUST1478,Account Suspension,Email,2025-03-11 16:00:26,2025-03-11 16:57:26,2025-03-14 00:57:26,N,5
TCKT00370,Agent_1,CUST4519,Payment Failure,Chat,2025-05-21 12:31:29,2025-05-21 14:30:29,2025-05-23 16:30:29,Y,5
TCKT00371,Agent_3,CUST6993,Bug Report,Email,2025-05-31 21:02:45,2025-05-31 21:38:45,2025-06-03 18:38:45,N,1
TCKT00372,Agent_9,CUST6134,Account Suspension,Chat,2025-05-30 19:57:47,2025-05-30 21:14:47,2025-06-02 12:14:47,N,5
TCKT00373,Agent_6,CUST8501,Account Suspension,Email,2025-04-01 11:34:12,2025-04-01 12:13:12,2025-04-03 09:13:12,N,5
TCKT00374,Agent_3,CUST6131,Login Issue,Email,2025-01-03 15:09:21,2025-01-03 17:50:21,2025-01-04 04:50:21,N,1
TCKT00375,Agent_3,CUST9369,Feature Request,Chat,2024-12-25 10:37:37,2024-12-25 11:33:37,2024-12-27 11:33:37,Y,5
TCKT00376,Agent_3,CUST8973,Account Suspension,Phone,2025-04-21 06:05:01,2025-04-21 07:53:01,2025-04-23 14:53:01,Y,5
TCKT00377,Agent_5,CUST3298,Payment Failure,Chat,2025-03-30 14:11:26,2025-03-30 15:03:26,2025-04-02 06:03:26,N,5
TCKT00378,Agent_1,CUST8939,Payment Failure,Email,2025-05-26 23:02:21,2025-05-26 23:25:21,2025-05-28 21:25:21,N,5
TCKT00379,Agent_7,CUST9056,Feature Request,Phone,2024-12-18 11:38:41,2024-12-18 13:57:41,2024-12-21 05:57:41,N,4
TCKT00380,Agent_10,CUST1505,Payment Failure,Chat,2025-01-02 17:30:15,2025-01-02 18:22:15,2025-01-03 05:22:15,Y,3
TCKT00381,Agent_5,CUST3755,Feature Request,Phone,2025-06-13 12:03:04,2025-06-13 13:10:04,2025-06-16 10:10:04,N,5
TCKT00382,Agent_10,CUST2871,Bug Report,Phone,2025-05-10 22:44:17,2025-05-11 01:04:17,2025-05-11 16:04:17,N,5
